DOCUMENT INFORMATION,PRIMARY CASE INFORMATION,PRIMARY CASE DATE,STATE,TREATMENT,TREATED CASE INFORMATION,TREATED CASE DATE
"Supreme Court of Minnesota. February 13, 1937 199 Minn. 203 271 N.W. 491
Extracted from page: 17
","Village of Robbinsdale v. Hennepin County, No. 31104, 199 Minn. 203, 271 N.W. 491 (Minn. Feb. 13, 1937)
","Feb. 13, 1937",Minnesota,Overruled by," 1.  Village of Burnsville v. Onischuk  
222 N.W.2d 523 , 301 Minn. 137 , Minn. , (NO. 44232 , 44253 )
","Sep. 13, 1974"
"Supreme Court of Minnesota. February 19, 1909 107 Minn. 162 119 N.W. 801
Extracted from page: 17
","Bean v. Keller Mfg. Co., 107 Minn. 162, 119 N.W. 801 (Minn. Feb. 19, 1909)
","Feb. 19, 1909",Minnesota,Overruled by," 1.  Suess v. Arrowhead Steel Products Co. 
230 N.W. 125 , 180 Minn. 21 , Minn. , (NO. 27760 )
","Mar. 28, 1930"
"Supreme Court of Minnesota. July 09, 1909 108 Minn. 362 122 N.W. 1
Extracted from page: 18
","Holland v. Sheehan, 108 Minn. 362, 122 N.W. 1, 23 L.R.A.N.S. 510, 17 Am. Ann. Cas. 687 (Minn. July 09, 1909)
","July 09, 1909",Minnesota,Abrogated by," 1.  Maslowski v. Prospect Funding Partners LLC 
944 N.W.2d 235 , Minn. , (NO. A18-1906 )
","June 03, 2020"
"Supreme Court of Minnesota. January 22, 1909 107 Minn. 17 119 N.W. 483
Extracted from page: 19
","Davidson v. Flour City Ornamental Iron Works, 107 Minn. 17, 119 N.W. 483, 28 L.R.A.N.S. 332, 131 Am. St. Rep. 433 (Minn. Jan. 22, 1909)
","Jan. 22, 1909",Minnesota,Overruled by," 1.  Suess v. Arrowhead Steel Products Co. 
230 N.W. 125 , 180 Minn. 21 , Minn. , (NO. 27760 )
","Mar. 28, 1930"
"Supreme Court of Minnesota. November 12, 1909 109 Minn. 101 123 N.W. 295
Extracted from page: 20
","Gay v. Kelley, 109 Minn. 101, 123 N.W. 295, 26 L.R.A.N.S. 742 (Minn. Nov. 12, 1909)
","Nov. 12, 1909",Minnesota,Overruled by," 1.  Engelstad v. Cargill, Inc. 
336 N.W.2d 284 , Minn. , (NO. CO-82-1394 )
","July 15, 1983"
"Supreme Court of Minnesota. October 29, 1909 109 Minn. 64 122 N.W. 876
Extracted from page: 21
","Evans v. Chicago & N.W. Ry. Co., 109 Minn. 64, 122 N.W. 876, 26 L.R.A.N.S. 278 (Minn. Oct. 29, 1909)
","Oct. 29, 1909",Minnesota,Overruled by," 1.  Strobel v. Chicago, R. I. & P. R. Co. 
96 N.W.2d 195 , 255 Minn. 201 , Minn. , (NO. 37562 )
","Apr. 17, 1959"
"Supreme Court of Minnesota. March 05, 1909 107 Minn. 260 120 N.W. 360
Extracted from page: 21
","Rase v. Minneapolis, St. P. & S. S. M. Ry. Co., 107 Minn. 260, 120 N.W. 360, 21 L.R.A.N.S. 138 (Minn. Mar. 05, 1909)
","Mar. 05, 1909",Minnesota,Overruled by," 1.  Suess v. Arrowhead Steel Products Co. 
230 N.W. 125 , 180 Minn. 21 , Minn. , (NO. 27760 )
","Mar. 28, 1930"
"Supreme Court of Minnesota. August 22, 1975 305 Minn. 537 233 N.W.2d 559
Extracted from page: 21
","Breza v. Schmitz, No. 45549, 305 Minn. 537, 233 N.W.2d 559 (Minn. Aug. 22, 1975)
","Aug. 22, 1975",Minnesota,Overruled by," 1.  Modrow v. JP Foodservice, Inc. 
656 N.W.2d 389 , Minn. , (NO. C3-01-900 )
","Feb. 13, 2003"
"Supreme Court of Minnesota. August 29, 1975 305 Minn. 243 233 N.W.2d 723
Extracted from page: 25
","Anstine v. Lake Darling Ranch, No. 45584, 305 Minn. 243, 233 N.W.2d 723 (Minn. Aug. 29, 1975)
","Aug. 29, 1975",Minnesota,Overruled by," 1.  Farmington Plumbing & Heating Co. v. Fischer Sand and Aggregate, Inc. 
281 N.W.2d 838 , Minn. , (NO. 47835 )
","Mar. 30, 1979"
"Supreme Court of Minnesota. December 12, 1975 306 Minn. 309 243 N.W.2d 102
Extracted from page: 30
","City of Brooklyn Center v. Metropolitan Council, No. 44888, 306 Minn. 309, 243 N.W.2d 102 (Minn. Dec. 12, 1975)
","Dec. 12, 1975",Minnesota,Overruled by," 1.  City of Shorewood v. Metropolitan Waste Control Com’n 
533 N.W.2d 402 , Minn. , (NO. C8-94-824 )
","June 23, 1995"
"Supreme Court of Minnesota. October 11, 2001 634 N.W.2d 176 2001 WL 1215364
Extracted from page: 35
","Ryan Contracting, Inc. v. JAG Investments, Inc., No. C5-99-1688, 634 N.W.2d 176, 2001 WL 1215364 (Minn. Oct. 11, 2001)
","Oct. 11, 2001",Minnesota,Overruled by," 1.  Mavco, Inc. v. Eggink  
739 N.W.2d 148 , Minn. , (NO. A05-2018 )
","Aug. 23, 2007"
"Supreme Court of Minnesota. April 22, 1955 244 Minn. 390 70 N.W.2d 133
Extracted from page: 42
","Berg v. Ullevig, No. 36531-36534, 244 Minn. 390, 70 N.W.2d 133 (Minn. Apr. 22, 1955)
","Apr. 22, 1955",Minnesota,Overruled by," 1.  Peterson v. Richfield Plaza, Inc.  
89 N.W.2d 712 , 252 Minn. 215 , Minn. , (NO. 37261 )
","Apr. 18, 1958"
"Supreme Court of Minnesota. December 30, 1955 246 Minn. 83 74 N.W.2d 300
Extracted from page: 42
","Nissen v. Redelack, No. 36613, 246 Minn. 83, 74 N.W.2d 300, 55 A.L.R.2d 1428 (Minn. Dec. 30, 1955)
","Dec. 30, 1955",Minnesota,Overruled by," 1.  Spanel v. Mounds View School Dist. No. 621 
118 N.W.2d 795 , 264 Minn. 279 , Minn. , (NO. 38513 )
","Dec. 14, 1962"
"Supreme Court of Minnesota. July 22, 1955 245 Minn. 312 72 N.W.2d 345
Extracted from page: 43
","Nyberg v. Cambridge State Bank, No. 36501, 245 Minn. 312, 72 N.W.2d 345 (Minn. July 22, 1955)
","July 22, 1955",Minnesota,Overruled by," 1.  Modrow v. JP Foodservice, Inc.  
656 N.W.2d 389 , Minn. , (NO. C3-01-900 )
","Feb. 13, 2003"
"Supreme Court of Minnesota. February 25, 1955 244 Minn. 81 69 N.W.2d 673
Extracted from page: 44
","Hallada v. Great Northern Ry., No. 36378, 244 Minn. 81, 69 N.W.2d 673 (Minn. Feb. 25, 1955)
","Feb. 25, 1955",Minnesota,Overruled by," 1.  Busch v. Busch Const., Inc. 
262 N.W.2d 377 , Minn. , (NO. 47231 , 47361 )
","Dec. 09, 1977"
"Supreme Court of Minnesota. February 18, 1955 244 Minn. 1 68 N.W.2d 873
Extracted from page: 45
","Ahlstrom v. Minneapolis, St. P. & S.S.M.R. Co., No. 36255, 244 Minn. 1, 68 N.W.2d 873 (Minn. Feb. 18, 1955)
","Feb. 18, 1955",Minnesota,Overruled by," 1.  Busch v. Busch Const., Inc. 
262 N.W.2d 377 , Minn. , (NO. 47231 , 47361 )
","Dec. 09, 1977"
"Supreme Court of Minnesota. March 27, 1875 21 Minn. 378 1875 WL 3791
Extracted from page: 46
","Henry v. Hinman, 21 Minn. 378, 1875 WL 3791 (Minn. Mar. 27, 1875)
","Mar. 27, 1875",Minnesota,Overruled by," 1.  Chesley v. Mississippi & Rum River Boom Co. 
38 N.W. 769 , 39 Minn. 83 , Minn.
","July 03, 1888"
"Supreme Court of Minnesota. May 31, 1957 250 Minn. 7 83 N.W.2d 895
Extracted from page: 50
","Eicher v. Universal Underwriters, No. 37044, 250 Minn. 7, 83 N.W.2d 895 (Minn. May 31, 1957)
","May 31, 1957",Minnesota,Overruled by," 1.  Woodrich Const. Co. v. Indemnity Ins. Co. of North America  
89 N.W.2d 412 , 252 Minn. 86 , Minn. , (NO. 37175 , 37176 , 37177 )
","Mar. 28, 1958"
"Supreme Court of Minnesota. July 05, 1957 250 Minn. 187 84 N.W.2d 263
Extracted from page: 50
","Cox v. Chicago, R. I. & P.R. Co., No. 37081, 250 Minn. 187, 84 N.W.2d 263 (Minn. July 05, 1957)
","July 05, 1957",Minnesota,Overruled by," 1.  Busch v. Busch Const., Inc. 
262 N.W.2d 377 , Minn. , (NO. 47231 , 47361 )
","Dec. 09, 1977"
"Supreme Court of Minnesota. January 22, 1937 199 Minn. 86 271 N.W. 114
Extracted from page: 56
","State v. Nelson, No. 31110, 199 Minn. 86, 271 N.W. 114 (Minn. Jan. 22, 1937)
","Jan. 22, 1937",Minnesota,Overruled by," 1.  State ex rel. Radke v. Tahash  
166 N.W.2d 710 , 283 Minn. 146 , Minn. , (NO. 41099 )
","Mar. 28, 1969"
"Supreme Court of Minnesota. April 25, 1941 210 Minn. 204 297 N.W. 744
Extracted from page: 59
","Kyle v. Kyle, No. 32749, 210 Minn. 204, 297 N.W. 744 (Minn. Apr. 25, 1941)
","Apr. 25, 1941",Minnesota,Overruled by," 1.  Beaudette v. Frana 
173 N.W.2d 416 , 285 Minn. 366 , Minn. , (NO. 41798 , 41829 )
","Dec. 19, 1969"
"Supreme Court of Minnesota. January 01, 1866 11 Minn. 194 1866 WL 1515
Extracted from page: 1
","Cleland v. Tavernier, 11 Minn. 194, 11 Gil. 126, 1866 WL 1515 (Minn. 1866)
","June 15, 1866",Minnesota,Overruled by," 1.  Lydiard v. Chute 
47 N.W. 967 , 45 Minn. 277 , Minn.
","Feb. 20, 1891"
"Supreme Court of Minnesota. July 01, 1860 4 Minn. 184 1860 WL 2832
Extracted from page: 2
","McDougal v. Board of Sup'rs of Hennepin County, 4 Minn. 184, 4 Gil. 130, 1860 WL 2832 (Minn. July 01, 1860)
","July 01, 1860",Minnesota,Overruled by," 1.  Mitchell v. Miller 
103 N.W. 716 , 95 Minn. 62 , Minn.
","May 26, 1905"
"Supreme Court of Minnesota. July 01, 1860 4 Minn. 278 1860 WL 2846
Extracted from page: 3
","Solomon v. Dreschler, 4 Minn. 278, 4 Gil. 197, 1860 WL 2846 (Minn. July 01, 1860)
","July 01, 1860",Minnesota,Overruled by," 1.  Langworthy v. Garding 
77 N.W. 207 , 74 Minn. 325 , Minn.
","Nov. 30, 1898"
"Supreme Court of Minnesota. January 01, 1863 8 Minn. 243 1863 WL 1374
Extracted from page: 3
","Holgate v. Broome, 8 Minn. 243, 8 Gil. 209, 1863 WL 1374 (Minn. 1863)
","June 15, 1863",Minnesota,Overruled by," 1.  Solomon v. Vinson 
17 N.W. 340 , 31 Minn. 205 , Minn.
","Nov. 12, 1883"
"Supreme Court of Minnesota. July 01, 1868 13 Minn. 400 1868 WL 1914
Extracted from page: 3
","Gemmell v. Rice, 13 Minn. 400, 13 Gil. 371, 1868 WL 1914 (Minn. July 01, 1868)
","July 01, 1868",Minnesota,Overruled by," 1.  Barber v. Morris 
33 N.W. 559 , 37 Minn. 194 , 5 Am.St.Rep. 836 , Minn.
","July 08, 1887"
"Supreme Court of Minnesota. July 01, 1859 3 Minn. 141 1859 WL 3069
Extracted from page: 4
","Babcock v. Sanborn, 3 Minn. 141, 3 Gil. 86, 1859 WL 3069 (Minn. July 01, 1859)
","July 01, 1859",Minnesota,Overruled by," 1.  Whipple v. Mahler 
10 N.W.2d 771 , 215 Minn. 578 , Minn. , (NO. 33381 )
","Aug. 06, 1943"
"Supreme Court of Minnesota. January 01, 1865 10 Minn. 178 1865 WL 950
Extracted from page: 5
","Reynolds v. La Crosse & M. Packet Co., 10 Minn. 178, 10 Gil. 144, 1865 WL 950 (Minn. 1865)
","June 15, 1865",Minnesota,Overruled by," 1.  Whipple v. Mahler 
10 N.W.2d 771 , 215 Minn. 578 , Minn. , (NO. 33381 )
","Aug. 06, 1943"
"Supreme Court of Minnesota. July 01, 1860 4 Minn. 148 1860 WL 2826
Extracted from page: 6
","McClung v. Bergfeld, 4 Minn. 148, 4 Gil. 99, 1860 WL 2826 (Minn. July 01, 1860)
","July 01, 1860",Minnesota,Overruled by," 1.  German-American Bank of Hastings v. White 
38 N.W. 361 , 38 Minn. 471 , Minn.
","June 05, 1888"
