DOCUMENT INFORMATION,PRIMARY CASE INFORMATION,PRIMARY CASE DATE,STATE,TREATMENT,TREATED CASE INFORMATION,TREATED CASE DATE
"Supreme Court of California. October 16, 1944 25 Cal.2d 1 152 P.2d 1003
Extracted from page: 48
","In re Rule's Estate, No. SAC. 5607, 25 Cal. 2d 1, 152 P.2d 1003, 155 A.L.R. 1319 (Cal. Oct. 16, 1944)
","Oct. 16, 1944",California,Overruled by," 1.  Parsons v. Bristol Development Co.  
44 Cal.Rptr. 767 , 402 P.2d 839 , 62 Cal.2d 861 , Cal. , (NO. L.A. 27434 )
","June 17, 1965"
"01, 1873 47 Cal. 109 1873 WL 1265
Extracted from page: 51
","People v. O'Neil, No. 10054, 47 Cal. 109, 1873 WL 1265 (Cal. Oct. 01, 1873)
","Oct. 01, 1873",California,Overruled by," 1.  Tyler v. Connolly 
2 P. 414 , 65 Cal. 28 , Cal.
","Feb. 05, 1884"
"Supreme Court of California. November 04, 1921 187 Cal. 284 201 P. 920
Extracted from page: 54
","Federal Mut. Liability Ins. Co. v. Industrial Acc. Commission of Cal., No. S F 9753, 187 Cal. 284, 201 P. 920 (Cal. Nov. 04, 1921)
","Nov. 04, 1921",California,Overruled by," 1.  Pacific Employers Ins. Co. v. Industrial Acc. Com’n 
158 P.2d 9 , 26 Cal.2d 286 , 159 A.L.R. 313 , Cal. , (NO. S.F. 17110 )
","Apr. 24, 1945"
"Supreme Court of California. November 05, 1921 187 Cal. 295 201 P. 931
Extracted from page: 58
","Great Western Power Co. of Cal. v. Industrial Acc. Commission, No. S.F. 9758, 187 Cal. 295, 201 P. 931 (Cal. Nov. 05, 1921)
","Nov. 05, 1921",California,Overruled by," 1.  Pacific Employers Ins. Co. v. Industrial Acc. Com’n 
158 P.2d 9 , 26 Cal.2d 286 , 159 A.L.R. 313 , Cal. , (NO. S.F. 17110 )
","Apr. 24, 1945"
"Supreme Court of California. June 28, 1921 186 Cal. 379 199 P. 523
Extracted from page: 58
","Lammers v. Pacific Elec. Ry. Co., No. L A 6457, 186 Cal. 379, 199 P. 523 (Cal. June 28, 1921)
","June 28, 1921",California,Overruled by," 1.  Vesely v. Sager 
95 Cal.Rptr. 623 , 486 P.2d 151 , 5 Cal.3d 153 , Cal. , (NO. LA 29836 )
","June 24, 1971"
"Supreme Court of California. February 04, 1921 185 Cal. 27 195 P. 918
Extracted from page: 60
","In re Sweetman's Estate, No. S.F. 9046, 185 Cal. 27, 195 P. 918 (Cal. Feb. 04, 1921)
","Feb. 04, 1921",California,Overruled by," 1.  In re Ross’ Estate 
250 P. 676 , 199 Cal. 641 , Cal. , (NO. SF 11291 )
","Nov. 10, 1926"
"Supreme Court of California. November 26, 1898 122 Cal. 442 55 P. 156
Extracted from page: 5
","Reclamation Dist. No. 537, of Yolo County, v. Burger, No. 479, 122 Cal. 442, 55 P. 156 (Cal. Nov. 26, 1898)
","Nov. 26, 1898",California,Overruled by," 1.  McPhee v. Reclamation Dist. No. 765 
119 P. 1077 , 161 Cal. 566 , Cal. , (NO. 1,930 )
","Dec. 14, 1911"
"Supreme Court of California. February 04, 1898 120 Cal. 33 52 P. 122
Extracted from page: 8
","Foley v. Foley, No. S.F. 688, 120 Cal. 33, 52 P. 122 (Cal. Feb. 04, 1898)
","Feb. 04, 1898",California,Overruled by," 1.  Carney v. Simmonds 
315 P.2d 305 , 49 Cal.2d 84 , Cal. , (NO. S.F. 19375 )
","Sep. 17, 1957"
"Supreme Court of California. October 17, 1898 122 Cal. 285 54 P. 901
Extracted from page: 8
","Fitch v. Board of Sup'rs of City and County of San Francisco, No. 1,222, 122 Cal. 285, 54 P. 901 (Cal. Oct. 17, 1898)
","Oct. 17, 1898",California,Overruled by," 1.  Cline v. Superior Court of Los Angeles County 
193 P. 929 , 184 Cal. 331 , Cal. , (NO. L. A. 6465 )
","Nov. 18, 1920"
"Supreme Court of California. April 08, 1898 120 Cal. 544 52 P. 825
Extracted from page: 9
","De Molera v. Martin, No. 644, 120 Cal. 544, 52 P. 825 (Cal. Apr. 08, 1898)
","Apr. 08, 1898",California,Overruled by," 1.  Harris v. Duarte 
75 P. 58 , 141 Cal. 497 , Cal. , (NO. 1,075 )
","Dec. 31, 1903"
"Supreme Court of California. May 31, 1898 121 Cal. 16 53 P. 416
Extracted from page: 11
","Melvin v. State, No. 287, 121 Cal. 16, 53 P. 416 (Cal. May 31, 1898)
","May 31, 1898",California,Overruled by," 1.  Guidi v. State 
262 P.2d 3 , 41 Cal.2d 623 , Cal. , (NO. S.F. 18818 )
","Oct. 23, 1953"
"Supreme Court of California. December 16, 1889 82 Cal. 107 22 P. 934
Extracted from page: 13
","People v. Miller, No. 20,593, 82 Cal. 107, 22 P. 934 (Cal. Dec. 16, 1889)
","Dec. 16, 1889",California,Overruled by," 1.  People v. Pierce 
40 Cal.Rptr. 845 , 395 P.2d 893 , 61 Cal.2d 879 , Cal. , (NO. CR. 8152 )
","Oct. 29, 1964"
"Supreme Court of California. April 18, 1889 3 Cal.Unrep. 70 78 Cal. 593
Extracted from page: 14
","White v. Lee, No. 12,814, 78 Cal. 593, 21 P. 363, 3 Cal. Unrep. 70, 12 Am. St. Rep. 115 (Cal. Apr. 18, 1889)
","Apr. 18, 1889",California,Overruled by," 1.  Kern Oil Co. v. Crawford 
76 P. 1111 , 143 Cal. 298 , Cal. , (NO. 1,227 )
","Dec. 01, 1903"
"Supreme Court of California. May 23, 1889 79 Cal. 218 21 P. 743
Extracted from page: 19
","Bartlett v. Odd-Fellows' Sav. Bank, No. 11,871, 79 Cal. 218, 21 P. 743, 12 Am. St. Rep. 139 (Cal. May 23, 1889)
","May 23, 1889",California,Overruled by," 1.  Fracasse v. Brent 
100 Cal.Rptr. 385 , 494 P.2d 9 , 6 Cal.3d 784 , Cal. , (NO. L.A. 29876 )
","Mar. 10, 1972"
"Supreme Court of California. December 28, 1889 82 Cal. 425 22 P. 1113
Extracted from page: 20
","Bienenfeld v. Fresno Milling Co., No. 13,378, 82 Cal. 425, 22 P. 1113 (Cal. Dec. 28, 1889)
","Dec. 28, 1889",California,Overruled by," 1.  Heinlen v. Phillips 
26 P. 366 , 88 Cal. 557 , Cal. , (NO. 13,925 )
","Apr. 01, 1891"
"Supreme Court of California. December 20, 1889 82 Cal. 139 22 P. 937
Extracted from page: 26
","McIntyre v. Sherwood, No. 12,585, 82 Cal. 139, 22 P. 937 (Cal. Dec. 20, 1889)
","Dec. 20, 1889",California,Overruled by," 1.  Fulton v. Brannan 
26 P. 506 , 88 Cal. 454 , Cal. , (NO. 13,603 )
","Mar. 26, 1891"
