DOCUMENT INFORMATION,PRIMARY CASE INFORMATION,PRIMARY CASE DATE,STATE,TREATMENT,TREATED CASE INFORMATION,TREATED CASE DATE
"Supreme Court of New Jersey. February 20, 1968 51 N.J. 237 239 A.2d 1
Extracted from page: 34
","Franco v. Davis, No. A-19, 51 N.J. 237, 239 A.2d 1 (N.J. Feb. 20, 1968)
","Feb. 20, 1968",NewJersey,Overruled by," 1.  France v. A. P. A. Transport Corp. 
267 A.2d 490 , 56 N.J. 500 , N.J.
","July 10, 1970"
"Supreme Court of New Jersey. October 21, 1968 52 N.J. 516 247 A.2d 5
Extracted from page: 38
","State v. Obstein, No. M-386, 52 N.J. 516, 247 A.2d 5 (N.J. Oct. 21, 1968)
","Oct. 21, 1968",NewJersey,Overruled by," 1.  State v. Williams  
459 A.2d 641 , 93 N.J. 39 , 9 Media L. Rep. 1585 , N.J. , (NO. A-140 , A-141 )
","Apr. 26, 1983"
"Supreme Court of New Jersey. February 05, 1968 51 N.J. 162 238 A.2d 457
Extracted from page: 38
","Isko v. Planning Bd. of Livingston Tp., No. A-75, 51 N.J. 162, 238 A.2d 457 (N.J. Feb. 05, 1968)
","Feb. 05, 1968",NewJersey,Abrogated by," 1.  Commercial Realty and Resources Corp. v. First Atlantic Properties Co.  
585 A.2d 928 , 122 N.J. 546 , N.J. , (NO. A-30 )
","Feb. 04, 1991"
"Court of Errors and Appeals of New Jersey. September 27, 1933 111 N.J.L. 333 26 Gummere 333
Extracted from page: 40
","Knabe v. Hudson Bus Transp. Co., No. 21, 111 N.J.L. 333, 168 A. 418, 26 Gummere 333 (N.J.Err. & App. Sep. 27, 1933)
","& App. Sep. 27, 1933",NewJersey,Overruled by," 1.  Miller v. Estate of Sperling  
766 A.2d 738 , 166 N.J. 370 , N.J. , (NO. A-90SEPT1999 )
","Jan. 22, 2001"
"Court of Errors and Appeals of New Jersey. January 23, 1933 110 N.J.L. 36 25 Gummere 36
Extracted from page: 41
","State v. O'Leary, No. 163, 110 N.J.L. 36, 163 A. 904, 25 Gummere 36 (N.J.Err. & App. Jan. 23, 1933)
","& App. Jan. 23, 1933",NewJersey,Overruled by," 1.  State v. Wolf 
216 A.2d 586 , 46 N.J. 301 , 12 A.L.R.3d 970 , N.J. , (NO. A-64 )
","Jan. 24, 1966"
"Court of Errors and Appeals of New Jersey. July 01, 1878 29 N.J. Eq. 625 2 Stewart 625
Extracted from page: 56
","Ashhurst v. Potter, 29 N.J. Eq. 625, 2 Stewart 625, 1878 WL 150 (N.J.Err. & App. July 01, 1878)
","& App. July 01, 1878",NewJersey,Overruled by," 1.  In re Arens’ Trust 
197 A.2d 1 , 41 N.J. 364 , N.J. , (NO. A-2 )
","Jan. 20, 1964"
"Court of Errors and Appeals of New Jersey. January 01, 1878 40 N.J.L. 568 11 Vroom 568
Extracted from page: 56
","Franklin Fire Ins. Co. v. Martin, 40 N.J.L. 568, 11 Vroom 568, 29 Am. Rep. 271, 1878 WL 4475 (N.J.Err. & App. 1878)
",& App. 1878,NewJersey,Overruled by," 1.  Harr v. Allstate Ins. Co. 
255 A.2d 208 , 54 N.J. 287 , N.J.
","June 30, 1969"
"Court of Errors and Appeals of New Jersey. March 01, 1882 44 N.J.L. 181 15 Vroom 181
Extracted from page: 57
","Stuhr v. Curran, 44 N.J.L. 181, 15 Vroom 181, 43 Am. Rep. 353, 1882 WL 8322 (N.J.Err. & App. 1882)
",& App. 1882,NewJersey,Abrogated by," 1.  State v. International Federation of Professional and Technical Engineers, Local 195 
780 A.2d 525 , 169 N.J. 505 , 167 L.R.R.M. (BNA) 2717 , 144 Lab.Cas. P 59,398 , N.J. , (NO. A-20 SEPT.TERM 2000 )
","July 12, 2001"
"Court of Errors and Appeals of New Jersey. June 18, 1894 56 N.J.L. 667 27 Vroom 667
Extracted from page: 59
","City of Newark v. Watson, 56 N.J.L. 667, 29 A. 487, 27 Vroom 667, 24 L.R.A. 843 (N.J.Err. & App. June 18, 1894)
","& App. June 18, 1894",NewJersey,Abrogated by," 1.  J & M Land Co. v. First Union Nat. Bank  
766 A.2d 1110 , 166 N.J. 493 , N.J. , (NO. A-85-99 )
","Feb. 27, 2001"
"Supreme Court of New Jersey. January 28, 1952 8 N.J. 543 86 A.2d 192
Extracted from page: 1
","Turon v. J. & L. Const. Co., No. A-54, 8 N.J. 543, 86 A.2d 192 (N.J. Jan. 28, 1952)
","Jan. 28, 1952",NewJersey,Overruled by," 1.  LaFage v. Jani 
766 A.2d 1066 , 166 N.J. 412 , N.J. , (NO. A-65SEPTTERM1999 , A-66SEPTTERM1999 , A-92SEPTTERM1999 )
","Feb. 22, 2001"
